이 청장은 이어 "이외의 신체 접촉에 대해서는 절대 사실이 아니다"며 "허위사실을 의도적이고 악의적으로 부각시키고 유포하는 것에 대해서는 법적대응도 불사하겠다"고 밝혔다.	이 청장으 니어 "이외의 신체 접초게 대해서는 절대 사시리 아니다"며 "허위사시르 릐도저기고 아긔저그로 부각씨키고 유포하는 거세 대해서는 법쩍때응도 불사하겓따"고 발켣따.
'스카이캐슬' 18회 김서형, 염정아에 유출 시험지 건네며 "예서는 만점을 받을 것"	'스카이캐슬' 십팔회 김서형, 염정아에 유출 시험지 건네며 "예서는 만저믈 바들 껃"
염정아가 중간고사 시험지를 받아들었다.	염정아가  중간고사 시험지를 받아들었다.
염정아가 중간고사 시험지를 받아들었다.	염정아가! 중간고사 시험지를 받아들었다.
염정아가 중간고사 시험지를 받아들었다.	염정아가나 중간고사 시험지를 받아들었다.
염정아가 중간고사 시험지를 받아들었다.	염정아가낭 중간고사 시험지를 받아들었다.
염정아가 중간고사 시험지를 받아들었다.	염정아가노 중간고사 시험지를 받아들었다.
염정아가 중간고사 시험지를 받아들었다.	염정아가누 중간고사 시험지를 받아들었다.
염정아가 중간고사 시험지를 받아들었다.	염정아가삼 중간고사 시험지를 받아들었다.
염정아가 중간고사 시험지를 받아들었다.	염정아가셩 중간고사 시험지를 받아들었다.
염정아가 중간고사 시험지를 받아들었다.	염정아가아 중간고사 시험지를 받아들었다.
염정아가 중간고사 시험지를 받아들었다.	염정아강 중간고사 시험지를 받아들었다.
염정아가 중간고사 시험지를 받아들었다.	염정아가 중간고사 시험지를 바다드럳따.
